add,2021-04-28 00:10:45,TableSpecialization,Add MATEMATICA INFORMATICA in list
add,2021-04-28 00:10:45,TableSpecialization,Add FILO in list
add,2021-04-28 00:10:45,TableSpecialization,Add STINTE SOCIALA in list
Refresh,2021-04-28 00:10:45,TableSpecialization,Done
Refresh,2021-04-28 00:10:45,TableSchoolClass,Done refresh list
Refresh,2021-04-28 00:10:45,TableStudents,Done refresh list
add,2021-04-28 00:10:45,TableSpecialization,Add MATEMATICA in list
add,2021-04-28 00:10:45,TableSpecialization,Add ROMANA in list
add,2021-04-28 00:10:45,TableSpecialization,Add ISTORIE in list
add,2021-04-28 00:10:46,TableSpecialization,Add GEOGRAFIE in list
add,2021-04-28 00:10:46,TableSpecialization,Add SOCIOLOGIE in list
Refresh,2021-04-28 00:10:46,TableCourseType,Done refresh list
Refresh,2021-04-28 00:10:46,TableStudents,Done refresh list
Refresh,2021-04-28 00:10:46,TableNotes,Done refresh list
add,2021-04-28 00:50:23,TableSpecialization,Add MATEMATICA INFORMATICA in list
add,2021-04-28 00:50:23,TableSpecialization,Add FILO in list
add,2021-04-28 00:50:23,TableSpecialization,Add STINTE SOCIALA in list
Refresh,2021-04-28 00:50:23,TableSpecialization,Done
Refresh,2021-04-28 00:50:23,TableSchoolClass,Done refresh list
Refresh,2021-04-28 00:50:23,TableStudents,Done refresh list
add,2021-04-28 00:50:23,TableSpecialization,Add MATEMATICA in list
add,2021-04-28 00:50:23,TableSpecialization,Add ROMANA in list
add,2021-04-28 00:50:23,TableSpecialization,Add ISTORIE in list
add,2021-04-28 00:50:23,TableSpecialization,Add GEOGRAFIE in list
add,2021-04-28 00:50:23,TableSpecialization,Add SOCIOLOGIE in list
Refresh,2021-04-28 00:50:23,TableCourseType,Done refresh list
Refresh,2021-04-28 00:50:23,TableStudents,Done refresh list
Refresh,2021-04-28 00:50:23,TableNotes,Done refresh list
add,2021-04-28 01:06:19,TableSpecialization,Add MATEMATICA INFORMATICA in list
add,2021-04-28 01:06:19,TableSpecialization,Add FILO in list
add,2021-04-28 01:06:19,TableSpecialization,Add STINTE SOCIALA in list
Refresh,2021-04-28 01:06:19,TableSpecialization,Done
Refresh,2021-04-28 01:06:19,TableSchoolClass,Done refresh list
Refresh,2021-04-28 01:06:19,TableStudents,Done refresh list
add,2021-04-28 01:06:19,TableSpecialization,Add MATEMATICA in list
add,2021-04-28 01:06:19,TableSpecialization,Add ROMANA in list
add,2021-04-28 01:06:19,TableSpecialization,Add ISTORIE in list
add,2021-04-28 01:06:19,TableSpecialization,Add GEOGRAFIE in list
add,2021-04-28 01:06:19,TableSpecialization,Add SOCIOLOGIE in list
Refresh,2021-04-28 01:06:19,TableCourseType,Done refresh list
Refresh,2021-04-28 01:06:19,TableStudents,Done refresh list
Refresh,2021-04-28 01:06:19,TableNotes,Done refresh list
add,2021-04-28 01:33:10,TableSpecialization,Add MATEMATICA INFORMATICA in list
add,2021-04-28 01:33:10,TableSpecialization,Add FILO in list
add,2021-04-28 01:33:10,TableSpecialization,Add STINTE SOCIALA in list
Refresh,2021-04-28 01:33:10,TableSpecialization,Done
Refresh,2021-04-28 01:33:10,TableSchoolClass,Done refresh list
Refresh,2021-04-28 01:33:10,TableStudents,Done refresh list
add,2021-04-28 01:33:10,TableSpecialization,Add MATEMATICA in list
add,2021-04-28 01:33:10,TableSpecialization,Add ROMANA in list
add,2021-04-28 01:33:10,TableSpecialization,Add ISTORIE in list
add,2021-04-28 01:33:10,TableSpecialization,Add GEOGRAFIE in list
add,2021-04-28 01:33:10,TableSpecialization,Add SOCIOLOGIE in list
Refresh,2021-04-28 01:33:10,TableCourseType,Done refresh list
Refresh,2021-04-28 01:33:10,TableStudents,Done refresh list
Refresh,2021-04-28 01:33:10,TableNotes,Done refresh list
add,2021-04-28 01:36:30,TableSpecialization,Add MATEMATICA INFORMATICA in list
add,2021-04-28 01:36:30,TableSpecialization,Add FILO in list
add,2021-04-28 01:36:30,TableSpecialization,Add STINTE SOCIALA in list
Refresh,2021-04-28 01:36:30,TableSpecialization,Done
Refresh,2021-04-28 01:36:30,TableSchoolClass,Done refresh list
Refresh,2021-04-28 01:36:30,TableStudents,Done refresh list
add,2021-04-28 01:36:30,TableSpecialization,Add MATEMATICA in list
add,2021-04-28 01:36:30,TableSpecialization,Add ROMANA in list
add,2021-04-28 01:36:30,TableSpecialization,Add ISTORIE in list
add,2021-04-28 01:36:30,TableSpecialization,Add GEOGRAFIE in list
add,2021-04-28 01:36:30,TableSpecialization,Add SOCIOLOGIE in list
Refresh,2021-04-28 01:36:30,TableCourseType,Done refresh list
Refresh,2021-04-28 01:36:30,TableStudents,Done refresh list
Refresh,2021-04-28 01:36:30,TableNotes,Done refresh list
SaveChanges,2021-04-28 01:36:46,TableSchoolClass,Done save ScoolClass List 
add,2021-04-28 01:41:03,TableSpecialization,Add MATEMATICA INFORMATICA in list
add,2021-04-28 01:41:03,TableSpecialization,Add FILO in list
add,2021-04-28 01:41:03,TableSpecialization,Add STINTE SOCIALA in list
Refresh,2021-04-28 01:41:03,TableSpecialization,Done
Refresh,2021-04-28 01:41:03,TableSchoolClass,Done refresh list
